file,event,lab_a,lab_b,gap,angle,offset,e_a,e_b,len_a,len_b,reason
flow0000001,11,46,51,46.223645591950714,1.289445501364368,0.918748079467982,376.10448733717203,315.8800898268819,258.22469808482236,202.7466093745274,anchors 47.0cm > eps5
flow0000001,11,90,113,46.30841339543783,2.799988518754334,3.8378773154896004,235.60753708332777,444.136182539165,157.4583662890937,300.5335286772108,anchors 46.9cm > eps5
flow0000001,11,39,54,43.39112585219826,0.6125643389223173,3.217852525148162,617.406199939549,104.59886023402214,399.9789894112318,58.533724990611454,anchors 44.1cm > eps5
flow0000001,11,57,59,5.449496722924529,10.588086651901406,5.448978791097223,730.6578587666154,93.36098279058933,470.9241885950168,32.86918002832532,doca 3.67 >= 0.75 (bnd)
flow0000001,12,50,52,3.107547006863136,1.5612193490465556,3.039725946371528,309.1063408181071,65.4353119879961,51.617280759543135,41.317080400773094,doca 2.35 >= 0.75 (bnd)
flow0000001,12,123,151,15.328744092712496,12.675327983753656,1.6691488580050624,64.17533587664366,154.47769587486982,29.49333401364199,65.6499422048445,anchors 16.0cm > eps5
flow0000001,12,189,206,8.192388729858028,11.850750903993706,5.5395625818308,474.54120248556137,212.76125736534595,299.7287309582524,95.08971305789257,anchors 5.3cm > eps5
flow0000001,12,206,207,6.585786169037193,12.40242768491181,3.992984123114225,212.76125736534595,86.44839148968458,95.08971305789257,21.544225474831478,anchors 5.3cm > eps5
flow0000001,12,13,58,55.463276910668085,3.9396324857798755,4.616543916153145,243.27789738029242,208.12691013514996,175.67215491813414,159.68305593882607,anchors 56.0cm > eps5
flow0000001,12,18,37,41.57191574333017,1.6652184072920229,1.101087441094043,31.81976606696844,203.9530502781272,21.45974746443075,133.78574897351453,anchors 42.2cm > eps5
flow0000001,12,61,63,15.968611792984596,12.441737792935578,2.6820050795532344,109.52714663743973,69.48576932400465,86.2696509281686,37.33736156111322,anchors 17.3cm > eps5
flow0000001,12,133,175,41.37451439479068,2.9842762938607463,3.733299126223715,172.528648853302,550.5234987139702,100.02705397703926,375.60998135132706,anchors 41.7cm > eps5
flow0000001,12,26,33,47.62126523953069,2.861999133262783,1.8136172387568068,173.94562420248985,437.41084238886833,119.70054915884177,273.90434566049885,anchors 48.4cm > eps5
flow0000001,12,157,161,30.517568173370517,0.7226882754586689,0.25536276607696995,702.7240610942245,158.3104875460267,98.51792740723988,32.12606660551594,anchors 31.7cm > eps5
flow0000001,12,107,108,10.89841901611945,10.128590877824566,4.252142710014616,71.66449411958456,59.54433134198189,22.9486747663302,24.649496069374642,anchors 12.6cm > eps5
flow0000001,12,135,136,11.099567146963746,5.806365137256329,6.822255885521409,338.6040771380067,491.8536493703723,55.50455774053552,334.01794610324623,anchors 9.6cm > eps5
flow0000001,12,137,144,10.536395536857889,12.24979540015194,4.5862460729650785,118.24889075756073,36.71333868056536,50.23218033176437,29.53258337003965,anchors 12.0cm > eps5
flow0000001,12,168,169,3.7981136501782307,13.431101883688324,2.138467339380762,71.15209674835205,76.4106206446886,25.483919777362786,25.03625713225677,anchors 6.2cm > eps5
flow0000001,12,83,90,75.34608463136345,0.09325808922310828,3.608914687374332,438.1813482269645,305.3832616880536,247.360620094805,176.59007721252885,anchors 76.6cm > eps5
flow0000001,12,91,93,7.550698102227566,9.750365638283778,2.721956049878305,233.37897039949894,128.1529092565179,31.66195986928335,37.41991624383017,anchors 8.5cm > eps5
flow0000001,12,150,179,10.626920337064227,14.977186429586585,5.199172186025039,100.02629222720861,78.28967768698931,60.955961051587565,30.65940103762143,anchors 11.8cm > eps5
flow0000001,12,200,204,42.65321640664931,1.372442042322843,2.9840542819283082,138.4938514381647,73.67379929125309,32.26091193328847,24.066819952560053,anchors 43.3cm > eps5
flow0000001,2,22,24,7.195420371357506,3.734891136977129,1.7031021202786087,177.77745926380157,161.81909134238958,53.95964758923259,58.52180985176577,anchors 8.3cm > eps5
flow0000001,2,76,90,52.397841662638065,0.7301537212660726,1.1968915177565085,534.3810624554753,126.70600076764822,362.96442118362506,84.07644098684847,anchors 53.2cm > eps5
flow0000001,2,40,41,5.438720689433497,12.738330405487869,2.0796553101626083,141.33353554457426,60.91513077914715,48.087004169872195,24.631165589168695,anchors 6.5cm > eps5
flow0000001,2,42,45,6.846285931214722,9.11982982104726,3.192180655175412,157.41387306898832,142.62917868047953,45.178739593077054,45.212573378831365,anchors 13.4cm > eps5
flow0000001,2,43,62,44.05697967047737,1.055552219800105,1.6941842184871947,139.81194742023945,255.00333206355572,87.67575758675413,160.9424844129644,anchors 44.8cm > eps5
