file,event,label,e_mev,length,n_tpcs,purity,foreign,hint,dom_t0,top_foreign,vp_merged
flow0000001,1,22,66.3343169465661,31.434799098814153,1,0.817005845909955,12.138792216777802,mixed/absorbed,578.3719289494657,g67:12MeV(t0 1018),
flow0000001,1,33,106.40817417949438,36.04611629623892,1,0.8011695781815531,21.157182157039642,mixed/absorbed,619.0995235443115,g62:19MeV(t0 890),
flow0000001,1,38,420.5400870516896,253.77163645698843,5,0.890901511293546,45.88028793781996,mixed/absorbed,349.8400963882557,g14:46MeV(t0 154),
flow0000001,1,39,108.02291166782379,21.972931281077713,1,0.8538046070171121,15.792452022433281,mixed/absorbed,588.2039414178757,g59:16MeV(t0 746),
flow0000001,1,43,263.37429957836866,169.68521374586615,2,0.9512479570014133,12.840035177767277,mixed/absorbed,491.0968797352392,g40:13MeV(t0 481),
flow0000001,1,111,351.2619593143463,262.0743064196141,3,0.9828329078623468,6.030146420001984,mixed/absorbed,92.93873581154897,g49:6MeV(t0 585),
flow0000001,1,118,101.61794099211693,38.16484044980328,1,0.8306598809753889,17.20799422264099,mixed/absorbed,321.1860777346674,g49:17MeV(t0 585),
flow0000001,1,128,72.11781820654869,32.218658846888665,1,0.8562858778753298,10.3643489331007,mixed/absorbed,581.271729186341,g66:10MeV(t0 1003),
flow0000001,10,23,90.6539381891489,38.592858978333126,1,0.7973906270760015,18.367337569594383,mixed/absorbed,70.79728465319768,g11:18MeV(t0 127),
flow0000001,10,52,248.4752787053585,166.34651272776813,2,0.9671181054989066,8.170337900519371,mixed/absorbed,237.20794333300543,g22:8MeV(t0 249),
flow0000001,10,55,223.70981635153294,167.94661679664893,2,0.8925179370207419,24.04479257017374,mixed/absorbed,249.48341574808913,g31:24MeV(t0 348),
flow0000001,10,66,106.78968553245068,24.555339822261786,1,0.9221493757794007,8.313643679022789,mixed/absorbed,224.33677125372282,g14:8MeV(t0 162),
flow0000001,10,74,206.12317512184381,40.81238259848541,1,0.9655182535230266,7.107487067580223,mixed/absorbed,170.43499525649403,g19:7MeV(t0 217),yes
flow0000001,10,79,398.9173234850168,57.555053346214805,1,0.9218233092781333,31.186036221683025,mixed/absorbed,217.27864851031387,g37:31MeV(t0 404),
flow0000001,11,17,629.5718981921673,365.65124128263096,6,0.9848154487249823,9.55976676940918,mixed/absorbed,330.8178760271616,g7:9MeV(t0 116),yes
flow0000001,11,37,114.73806039243937,47.836976818834984,1,0.8252702296507324,20.048154942691326,mixed/absorbed,441.4614395966401,g35:20MeV(t0 428),
flow0000001,11,62,199.85689337551594,92.90396675123324,1,0.965198775953367,6.955264523625374,mixed/absorbed,164.5927861483862,g3:7MeV(t0 54),
flow0000001,11,86,983.019906245172,524.5499833863987,6,0.559083389167309,433.42980544269085,mixed/absorbed,480.97202477838744,g12:429MeV(t0 168),
flow0000001,11,91,916.7647295668721,499.4641172904395,6,0.906856715893606,85.3904776647687,bad-stitch?(tpc41),272.99917610270626,g5:85MeV(t0 79),
flow0000001,11,95,496.1458157747984,392.41677641579497,5,0.9481644997671976,25.71796654909849,bad-stitch?(tpc58),160.10449534550858,g22:25MeV(t0 273),
flow0000001,11,101,150.81257262825966,68.91204290767135,1,0.8366237491278689,24.639192700386047,mixed/absorbed,470.187261076055,g40:25MeV(t0 516),
flow0000001,11,114,70.45356080681086,25.372329490369932,1,0.7026542067604424,20.949069924652576,mixed/absorbed,252.1855995081648,g21:21MeV(t0 262),
flow0000001,12,9,1522.0674897432327,498.81569602059113,6,0.5168289550530206,735.3566993623972,mixed/absorbed,348.29034484444475,g55:687MeV(t0 617),
flow0000001,12,16,366.71015603095293,262.3101472045712,5,0.9776352317792861,8.201387643814087,mixed/absorbed,457.0429689515312,g17:8MeV(t0 177),
flow0000001,12,29,433.21978191286325,219.24159171612067,4,0.947861997459587,22.587214089930058,mixed/absorbed,572.714013541202,g68:20MeV(t0 804),yes
